! MOLECULE
NS
! MOLECULAR WEIGHT
46
! NUMBER OF ENERGY LEVELS
514
! LEVEL + ENERGY(cm^-1) + WEIGHT + QUANTUM NUMBERS 
381  940.4207000    70.0   34_-1_35_35
382  940.4224000    72.0   34_-1_35_36
383  964.5550000    62.0    31_1_31_31
384  964.5550000    64.0    31_1_31_32
385  964.5551000    60.0    31_1_31_30
386  964.5595000    62.0   31_-1_31_31
387  964.5595000    64.0   31_-1_31_32
388  964.5596000    60.0   31_-1_31_30
389  994.3869000    74.0   35_-1_36_37
390  994.3882000    72.0   35_-1_36_36
391  994.3894000    70.0   35_-1_36_35
392  994.8512000    70.0    35_1_36_35
393  994.8528000    72.0    35_1_36_36
394  994.8545000    74.0    35_1_36_37
395 1013.2262000    66.0   32_-1_32_33
396 1013.2263000    64.0   32_-1_32_32
397 1013.2264000    62.0   32_-1_32_31
398 1013.2313000    66.0    32_1_32_33
399 1013.2313000    62.0    32_1_32_31
400 1013.2313000    64.0    32_1_32_32
401 1050.3272000    76.0    36_1_37_38
402 1050.3284000    74.0    36_1_37_37
403 1050.3297000    72.0    36_1_37_36
404 1050.8037000    72.0   36_-1_37_36
405 1050.8052000    74.0   36_-1_37_37
406 1050.8069000    76.0   36_-1_37_38
407 1063.4318000    68.0    33_1_33_34
408 1063.4318000    66.0    33_1_33_33
409 1063.4319000    64.0    33_1_33_32
410 1063.4373000    68.0   33_-1_33_34
411 1063.4373000    66.0   33_-1_33_33
412 1063.4373000    64.0   33_-1_33_32
413 1107.7868000    78.0   37_-1_38_39
414 1107.7880000    76.0   37_-1_38_38
415 1107.7892000    74.0   37_-1_38_37
416 1108.2754000    74.0    37_1_38_37
417 1108.2770000    76.0    37_1_38_38
418 1108.2786000    78.0    37_1_38_39
419 1115.1706000    68.0   34_-1_34_34
420 1115.1706000    70.0   34_-1_34_35
421 1115.1707000    66.0   34_-1_34_33
422 1115.1765000    68.0    34_1_34_34
423 1115.1765000    70.0    34_1_34_35
424 1115.1766000    66.0    34_1_34_33
425 1166.7646000    80.0    38_1_39_40
426 1166.7658000    78.0    38_1_39_39
427 1166.7671000    76.0    38_1_39_38
428 1167.2653000    76.0   38_-1_39_38
429 1167.2669000    78.0   38_-1_39_39
430 1167.2686000    80.0   38_-1_39_40
431 1168.4415000    72.0    35_1_35_36
432 1168.4416000    70.0    35_1_35_35
433 1168.4417000    68.0    35_1_35_34
434 1168.4480000    70.0   35_-1_35_35
435 1168.4480000    72.0   35_-1_35_36
436 1168.4481000    68.0   35_-1_35_34
437 1223.2436000    74.0   36_-1_36_37
438 1223.2436000    72.0   36_-1_36_36
439 1223.2437000    70.0   36_-1_36_35
440 1223.2506000    74.0    36_1_36_37
441 1223.2506000    72.0    36_1_36_36
442 1223.2507000    70.0    36_1_36_35
443 1227.2596000    82.0   39_-1_40_41
444 1227.2608000    80.0   39_-1_40_40
445 1227.2621000    78.0   39_-1_40_39
446 1227.7724000    78.0    39_1_40_39
447 1227.7739000    80.0    39_1_40_40
448 1227.7756000    82.0    39_1_40_41
449 1279.5756000    76.0    37_1_37_38
450 1279.5757000    74.0    37_1_37_37
451 1279.5758000    72.0    37_1_37_36
452 1279.5832000    74.0   37_-1_37_37
453 1279.5832000    76.0   37_-1_37_38
454 1279.5833000    72.0   37_-1_37_36
455 1289.2706000    84.0    40_1_41_42
456 1289.2718000    82.0    40_1_41_41
457 1289.2731000    80.0    40_1_41_40
458 1289.7954000    80.0   40_-1_41_40
459 1289.7969000    82.0   40_-1_41_41
460 1289.7986000    84.0   40_-1_41_42
461 1337.4365000    78.0   38_-1_38_39
462 1337.4366000    76.0   38_-1_38_38
463 1337.4367000    74.0   38_-1_38_37
464 1337.4447000    78.0    38_1_38_39
465 1337.4447000    76.0    38_1_38_38
466 1337.4448000    74.0    38_1_38_37
467 1352.7965000    86.0   41_-1_42_43
468 1352.7977000    84.0   41_-1_42_42
469 1352.7989000    82.0   41_-1_42_41
470 1353.3331000    82.0    41_1_42_41
471 1353.3347000    84.0    41_1_42_42
472 1353.3363000    86.0    41_1_42_43
473 1396.8251000    80.0    39_1_39_40
474 1396.8252000    78.0    39_1_39_39
475 1396.8253000    76.0    39_1_39_38
476 1396.8339000    80.0   39_-1_39_40
477 1396.8340000    78.0   39_-1_39_39
478 1396.8341000    76.0   39_-1_39_38
479 1417.8359000    88.0    42_1_43_44
480 1417.8371000    86.0    42_1_43_43
481 1417.8383000    84.0    42_1_43_42
482 1418.3844000    84.0   42_-1_43_42
483 1418.3859000    86.0   42_-1_43_43
484 1418.3876000    88.0   42_-1_43_44
485 1457.7401000    82.0   40_-1_40_41
486 1457.7402000    80.0   40_-1_40_40
487 1457.7404000    78.0   40_-1_40_39
488 1457.7496000    82.0    40_1_40_41
489 1457.7497000    80.0    40_1_40_40
490 1457.7498000    78.0    40_1_40_39
491 1484.3950003    90.0   43_-1_44_45
492 1484.3961954    88.0   43_-1_44_44
493 1484.3973916    86.0   43_-1_44_43
494 1484.9552872    86.0    43_1_44_43
495 1484.9567896    88.0    43_1_44_44
496 1484.9584908    90.0    43_1_44_45
497 1520.1804000    84.0    41_1_41_42
498 1520.1805000    82.0    41_1_41_41
499 1520.1807000    80.0    41_1_41_40
500 1520.1906000    82.0   41_-1_41_41
501 1520.1906000    84.0   41_-1_41_42
502 1520.1907000    80.0   41_-1_41_40
503 1584.1447000    86.0   42_-1_42_43
504 1584.1448000    84.0   42_-1_42_42
505 1584.1449000    82.0   42_-1_42_41
506 1584.1556000    86.0    42_1_42_43
507 1584.1556000    84.0    42_1_42_42
508 1584.1557000    82.0    42_1_42_41
509 1649.6388212    88.0    43_1_43_44
510 1649.6389279    86.0    43_1_43_43
511 1649.6390342    84.0    43_1_43_42
512 1649.6504683    88.0   43_-1_43_44
513 1649.6504722    86.0   43_-1_43_43
514 1649.6505763    84.0   43_-1_43_42
! NUMBER OF RADIATIVE TRANSITIONS
728
! TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
   1    5   1   4.142135e-06    69.002890     3.31
   2    6   2   2.301504e-06    69.017953     3.31
   3    6   1   1.841761e-06    69.037510     3.31
   4    7   2   3.683685e-06    69.040324     3.31
   5    7   1   4.605789e-07    69.059877     3.31
   6    8   4   4.673452e-07    69.283195     3.35
   7    9   4   1.870703e-06    69.330592     3.35
   8   10   4   4.214274e-06    69.411943     3.35
   9    8   3   3.747100e-06    69.437850     3.35
  10    9   3   2.343481e-06    69.485223     3.35
  11   11   5   2.300865e-05   115.153935     8.84
  12   12   6   1.932604e-05   115.156812     8.84
  13   13   7   1.725676e-05   115.162982     8.84
  14   13   6   5.522577e-06   115.185336     8.84
  15   12   5   3.681894e-06   115.191456     8.84
  16   13   5   2.302343e-07   115.219975     8.84
