   46.77   7.56e-02   1.41e-01
   47.04   7.47e-02   1.39e-01
   47.32   7.40e-02   1.38e-01
   47.59   7.33e-02   1.36e-01
   47.86   7.26e-02   1.35e-01
   48.14   7.17e-02   1.34e-01
   48.42   7.10e-02   1.32e-01
   48.70   7.03e-02   1.31e-01
   48.98   6.97e-02   1.30e-01
   49.26   6.90e-02   1.28e-01
   49.55   6.83e-02   1.27e-01
   49.83   6.74e-02   1.26e-01
   50.12   6.68e-02   1.24e-01
   50.41   6.61e-02   1.23e-01
   50.70   6.54e-02   1.22e-01
   50.99   6.48e-02   1.21e-01
   51.29   6.41e-02   1.19e-01
   51.58   6.35e-02   1.18e-01
   51.88   6.28e-02   1.17e-01
   52.18   6.22e-02   1.16e-01
   52.48   6.15e-02   1.14e-01
   52.78   6.08e-02   1.13e-01
   53.09   6.02e-02   1.12e-01
   53.39   5.96e-02   1.11e-01
   53.70   5.89e-02   1.10e-01
   54.01   5.83e-02   1.09e-01
   54.33   5.76e-02   1.07e-01
   54.64   5.70e-02   1.06e-01
   54.95   5.65e-02   1.05e-01
   55.27   5.59e-02   1.04e-01
   55.59   5.53e-02   1.03e-01
   55.91   5.47e-02   1.02e-01
   56.23   5.41e-02   1.01e-01
   56.56   5.36e-02   9.97e-02
   56.89   5.30e-02   9.87e-02
   57.21   5.24e-02   9.76e-02
   57.54   5.18e-02   9.66e-02
   57.88   5.14e-02   9.56e-02
   58.21   5.08e-02   9.46e-02
   58.55   5.03e-02   9.36e-02
   58.88   4.98e-02   9.26e-02
   59.22   4.92e-02   9.16e-02
   59.57   4.87e-02   9.07e-02
   59.91   4.82e-02   8.97e-02
   60.26   4.77e-02   8.87e-02
   60.60   4.72e-02   8.78e-02
   60.95   4.67e-02   8.69e-02
   61.31   4.62e-02   8.59e-02
   61.66   4.57e-02   8.50e-02
   62.02   4.52e-02   8.41e-02
   62.37   4.47e-02   8.32e-02
   62.73   4.42e-02   8.24e-02
   63.10   4.38e-02   8.15e-02
   63.46   4.33e-02   8.06e-02
   63.83   4.28e-02   7.98e-02
   64.19   4.24e-02   7.89e-02
   64.57   4.20e-02   7.81e-02
   64.94   4.15e-02   7.73e-02
   65.31   4.11e-02   7.65e-02
   65.69   4.06e-02   7.57e-02
   66.07   4.02e-02   7.49e-02
   66.45   3.98e-02   7.41e-02
   66.83   3.93e-02   7.33e-02
   67.22   3.89e-02   7.25e-02
   67.61   3.85e-02   7.18e-02
   68.00   3.81e-02   7.10e-02
   68.39   3.78e-02   7.03e-02
   68.79   3.74e-02   6.95e-02
   69.18   3.70e-02   6.88e-02
   69.58   3.66e-02   6.81e-02
   69.98   3.62e-02   6.74e-02
   70.39   3.58e-02   6.67e-02
   70.79   3.54e-02   6.60e-02
   71.20   3.51e-02   6.53e-02
   71.61   3.47e-02   6.46e-02
   72.03   3.43e-02   6.39e-02
   72.44   3.40e-02   6.33e-02
   72.86   3.37e-02   6.26e-02
   73.28   3.33e-02   6.20e-02
   73.71   3.29e-02   6.13e-02
   74.13   3.26e-02   6.07e-02
   74.56   3.23e-02   6.01e-02
   74.99   3.20e-02   5.95e-02
   75.42   3.16e-02   5.88e-02
   75.86   3.13e-02   5.82e-02
   76.30   3.10e-02   5.77e-02
   76.74   3.06e-02   5.71e-02
   77.18   3.04e-02   5.65e-02
   77.62   3.00e-02   5.59e-02
   78.07   2.97e-02   5.54e-02
   78.52   2.94e-02   5.48e-02
   78.98   2.91e-02   5.42e-02
   79.43   2.88e-02   5.37e-02
   79.89   2.86e-02   5.32e-02
   80.35   2.83e-02   5.26e-02
   80.82   2.80e-02   5.21e-02
   81.28   2.77e-02   5.16e-02
   81.75   2.75e-02   5.11e-02
   82.22   2.71e-02   5.05e-02
   82.70   2.69e-02   5.00e-02
   83.18   2.66e-02   4.95e-02
   83.66   2.64e-02   4.91e-02
   84.14   2.61e-02   4.86e-02
   84.63   2.58e-02   4.81e-02
   85.11   2.56e-02   4.76e-02
   85.61   2.53e-02   4.71e-02
   86.10   2.51e-02   4.67e-02
   86.60   2.48e-02   4.62e-02
   87.10   2.46e-02   4.57e-02
   87.60   2.43e-02   4.53e-02
   88.10   2.41e-02   4.48e-02
   88.61   2.38e-02   4.44e-02
   89.13   2.36e-02   4.39e-02
   89.64   2.33e-02   4.35e-02
   90.16   2.31e-02   4.30e-02
   90.68   2.29e-02   4.26e-02
   91.20   2.27e-02   4.22e-02
   91.73   2.24e-02   4.17e-02
   92.26   2.22e-02   4.13e-02
   92.79   2.20e-02   4.09e-02
   93.33   2.18e-02   4.05e-02
   93.86   2.16e-02   4.01e-02
   94.41   2.13e-02   3.97e-02
   94.95   2.11e-02   3.93e-02
   95.50   2.09e-02   3.89e-02
   96.05   2.07e-02   3.85e-02
   96.61   2.05e-02   3.82e-02
   97.16   2.03e-02   3.78e-02
   97.72   2.01e-02   3.74e-02
   98.29   1.99e-02   3.70e-02
   98.86   1.97e-02   3.67e-02
   99.43   1.95e-02   3.63e-02
  100.00   1.93e-02   3.60e-02
  100.60   1.92e-02   3.56e-02
  101.20   1.90e-02   3.52e-02
  101.70   1.87e-02   3.49e-02
  102.30   1.87e-02   3.45e-02
